  FMT_connector5_1_2  |                 FMT  |Connector Layer 5, Conn. 1, Element 2  |                               0*mm 0*mm 20.115*mm  |                    0*deg 0*deg -405*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_1_3  |                 FMT  |Connector Layer 5, Conn. 1, Element 3  |                               0*mm 0*mm 19.365*mm  |                    0*deg 0*deg -405*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_1_4  |                 FMT  |Connector Layer 5, Conn. 1, Element 4  |                               0*mm 0*mm 20.715*mm  |                    0*deg 0*deg -405*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_1_5  |                 FMT  |Connector Layer 5, Conn. 1, Element 5  |                              0*mm 0*mm 18.4088*mm  |                    0*deg 0*deg -405*deg  | 666600   |                Tube  |               225.3*mm 248*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_1_6  |                 FMT  |Connector Layer 5, Conn. 1, Element 6  |                              0*mm 0*mm 18.9796*mm  |                    0*deg 0*deg -405*deg  | 6ccecb   |                Tube  |                225.3*mm 248*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_1  |                 FMT  |Connector Layer 5, Conn. 9, Element 1  |                               0*mm 0*mm 18.365*mm  |                    0*deg 0*deg -585*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_2  |                 FMT  |Connector Layer 5, Conn. 9, Element 2  |                               0*mm 0*mm 20.115*mm  |                    0*deg 0*deg -585*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_3  |                 FMT  |Connector Layer 5, Conn. 9, Element 3  |                               0*mm 0*mm 19.365*mm  |                    0*deg 0*deg -585*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_4  |                 FMT  |Connector Layer 5, Conn. 9, Element 4  |                               0*mm 0*mm 20.715*mm  |                    0*deg 0*deg -585*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_5  |                 FMT  |Connector Layer 5, Conn. 9, Element 5  |                              0*mm 0*mm 18.4088*mm  |                    0*deg 0*deg -585*deg  | 666600   |                Tube  |               225.3*mm 248*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector5_9_6  |                 FMT  |Connector Layer 5, Conn. 9, Element 6  |                              0*mm 0*mm 18.9796*mm  |                    0*deg 0*deg -585*deg  | 6ccecb   |                Tube  |                225.3*mm 248*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_cable5_1_1  |                 FMT  |Cable, Layer 5, Sector 1, Element 1  |                    0*mm 0*mm -9.49249999999998*mm  |                    0*deg 0*deg -300*deg  | 666600   |                Tube  |      247.6792104*mm 247.703826*mm 27.8575*mm 30*deg 120*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_cable5_1_2  |                 FMT  |Cable, Layer 5, Sector 1, Element 2  |                    0*mm 0*mm -9.49249999999998*mm  |                    0*deg 0*deg -300*deg  | 6ccecb   |                Tube  |              247.703826*mm 248*mm 27.8575*mm 30*deg 120*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_cable5_2_1  |                 FMT  |Cable, Layer 5, Sector 2, Element 1  |                    0*mm 0*mm -9.49249999999998*mm  |                    0*deg 0*deg -480*deg  | 666600   |                Tube  |      247.6792104*mm 247.703826*mm 27.8575*mm 30*deg 120*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_cable5_2_2  |                 FMT  |Cable, Layer 5, Sector 2, Element 2  |                    0*mm 0*mm -9.49249999999998*mm  |                    0*deg 0*deg -480*deg  | 6ccecb   |                Tube  |              247.703826*mm 248*mm 27.8575*mm 30*deg 120*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_1_1  |                 FMT  |     InnerScrewHead Layer 5, 1  |   16.6017464773003*mm -24.987637221303*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_1_2  |                 FMT  |     InnerScrewBody Layer 5, 1  | 16.6017464773003*mm -24.987637221303*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_2_1  |                 FMT  |     InnerScrewHead Layer 5, 2  |   28.7794192362017*mm -8.4702437052863*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_2_2  |                 FMT  |     InnerScrewBody Layer 5, 2  | 28.7794192362017*mm -8.4702437052863*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_3_1  |                 FMT  |     InnerScrewHead Layer 5, 3  |   27.4908818868672*mm 12.0104709767068*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_3_2  |                 FMT  |     InnerScrewBody Layer 5, 3  | 27.4908818868672*mm 12.0104709767068*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_4_1  |                 FMT  |     InnerScrewHead Layer 5, 4  |   13.3390553755478*mm 26.8713528071824*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_4_2  |                 FMT  |     InnerScrewBody Layer 5, 4  | 13.3390553755478*mm 26.8713528071824*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_5_1  |                 FMT  |     InnerScrewHead Layer 5, 5  |  -7.05426339307773*mm 29.1588300173564*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_5_2  |                 FMT  |     InnerScrewBody Layer 5, 5  |-7.05426339307773*mm 29.1588300173564*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_6_1  |                 FMT  |     InnerScrewHead Layer 5, 6  |   -24.1468139206774*mm 17.802566598111*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_6_2  |                 FMT  |     InnerScrewBody Layer 5, 6  | -24.1468139206774*mm 17.802566598111*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_7_1  |                 FMT  |     InnerScrewHead Layer 5, 7  | -29.9408018528481*mm -1.88371558587943*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_7_2  |                 FMT  |     InnerScrewBody Layer 5, 7  |-29.9408018528481*mm -1.88371558587943*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_8_1  |                 FMT  |     InnerScrewHead Layer 5, 8  |  -21.725155843124*mm -20.6885863120701*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_8_2  |                 FMT  |     InnerScrewBody Layer 5, 8  |-21.725155843124*mm -20.6885863120701*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_9_1  |                 FMT  |     InnerScrewHead Layer 5, 9  | -3.34406796618978*mm -29.8130375748179*mm 13.5*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 2.5*mm 0.75*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_InnerScrew5_9_2  |                 FMT  |     InnerScrewBody Layer 5, 9  |-3.34406796618978*mm -29.8130375748179*mm 23.515*mm  |                                   0 0 0  | 888888   |                Tube  |                     0.0*mm 1.25*mm 1.5*mm 0.0*deg 360.0*deg  |             myEpoxy  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_CuGround6  |                 FMT  |           Cu Ground, Layer 6,  |                              0*mm 0*mm 26.1525*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                25.000*mm 225.000*mm 0.0025*mm 0*deg 360*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     FMT_PCB_Ground6  |                 FMT  |          PCB Ground, Layer 6,  |                               0*mm 0*mm 26.255*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                   25.000*mm 225.000*mm 0.1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_innerFR46  |                 FMT  |           Inner FR4, Layer 6,  |                               0*mm 0*mm 27.355*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                      25.000*mm 40.000*mm 1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_Rohacell6  |                 FMT  |            Rohacell, Layer 6,  |                               0*mm 0*mm 27.355*mm  |                       0*deg 0*deg 0*deg  | 00ff00   |                Tube  |                     40.000*mm 195.000*mm 1*mm 0*deg 360*deg  |          myRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_outerFR46  |                 FMT  |           Outer FR4, Layer 6,  |                               0*mm 0*mm 27.355*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                    195.000*mm 225.000*mm 1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_PCB_Detector6  |                 FMT  |        PCB Detector, Layer 6,  |                               0*mm 0*mm 28.455*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                   25.000*mm 225.000*mm 0.1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
         FMT_Strips6  |                 FMT  |              Strips, Layer 6,  |                               0*mm 0*mm 28.561*mm  |                       0*deg 0*deg 0*deg  | 353540   |                Tube  |                 42.000*mm 185.000*mm 0.006*mm 0*deg 360*deg  |       myfmtMMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
         FMT_Kapton6  |                 FMT  |              Kapton, Layer 6,  |                               0*mm 0*mm 28.592*mm  |                       0*deg 0*deg 0*deg  | fff600   |                Tube  |                 42.000*mm 185.000*mm 0.025*mm 0*deg 360*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Resistiv_Strips6  |                 FMT  |     Resistiv Strips, Layer 6,  |                               0*mm 0*mm 28.627*mm  |                       0*deg 0*deg 0*deg  | 000000   |                Tube  |                  42.000*mm 185.000*mm 0.01*mm 0*deg 360*deg  |    myfmtResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_innerPhRes1286  |                 FMT  | innerPhotoResist128, Layer 6,  |                               0*mm 0*mm 28.701*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas16  |                 FMT  |                Gas1, Layer 6,  |                               0*mm 0*mm 28.701*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                 48.000*mm 193.000*mm 0.064*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_outerPhRes1286  |                 FMT  | outerPhotoResist128, Layer 6,  |                               0*mm 0*mm 28.701*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 225.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Mesh6  |                 FMT  |                Mesh, Layer 6,  |                               0*mm 0*mm 28.774*mm  |                       0*deg 0*deg 0*deg  | 252020   |                Tube  |                 39.000*mm 204.000*mm 0.009*mm 0*deg 360*deg  |         myfmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_innerPhRes646  |                 FMT  |  innerPhotoResist64, Layer 6,  |                               0*mm 0*mm 28.815*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_outerPhRes646  |                 FMT  |  outerPhotoResist64, Layer 6,  |                               0*mm 0*mm 28.815*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 204.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_innerPeek6  |                 FMT  |          inner PEEK, Layer 6,  |                               0*mm 0*mm 31.347*mm  |                       0*deg 0*deg 0*deg  | 6ccecb   |                Tube  |                    26.000*mm 39.000*mm 2.5*mm 0*deg 360*deg  |    myFlangeRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas26  |                 FMT  |                Gas2, Layer 6,  |                               0*mm 0*mm 31.347*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                   39.000*mm 195.000*mm 2.5*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 fmt  |                 fmt  |disk manual 6 type manual 1 segment manual 1 strip manual 1 
      FMT_outerPeek6  |                 FMT  |          outer PEEK, Layer 6,  |                               0*mm 0*mm 31.347*mm  |                       0*deg 0*deg 0*deg  | b2577a   |                Tube  |                  191.000*mm 204.000*mm 2.5*mm 0*deg 360*deg  |    myFlangeRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Electrode6  |                 FMT  |  Drift Cu Electrode, Layer 6,  |                              0*mm 0*mm 33.8515*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                42.000*mm 185.000*mm 0.0045*mm 0*deg 360*deg  |  myfmtSlimElecDrift  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_Drift_PCB6  |                 FMT  |           Drift PCB, Layer 6,  |                               0*mm 0*mm 33.881*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                 25.000*mm 204.000*mm 0.025*mm 0*deg 360*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Ground6  |                 FMT  |     Drift Cu Ground, Layer 6,  |                              0*mm 0*mm 33.9105*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                25.000*mm 204.000*mm 0.0045*mm 0*deg 360*deg  |myfmtSlimGroundDrift  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_1_1  |                 FMT  |    HVcover1, Layer6, Element1  |                               0*mm 0*mm 35.765*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_1_2  |                 FMT  |    HVcover1, Layer6, Element2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_1_3  |                 FMT  |    HVcover1, Layer6, Element3  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_1_4  |                 FMT  |    HVcover1, Layer6, Element4  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_2_1  |                 FMT  |    HVcover2, Layer6, Element1  |                               0*mm 0*mm 35.765*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_2_2  |                 FMT  |    HVcover2, Layer6, Element2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_2_3  |                 FMT  |    HVcover2, Layer6, Element3  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover6_2_4  |                 FMT  |    HVcover2, Layer6, Element4  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_1  |                 FMT  |Connector Layer 6, Conn. 8, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -360*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_2  |                 FMT  |Connector Layer 6, Conn. 8, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_3  |                 FMT  |Connector Layer 6, Conn. 8, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -360*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_4  |                 FMT  |Connector Layer 6, Conn. 8, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -360*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_5  |                 FMT  |Connector Layer 6, Conn. 8, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -360*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_8_6  |                 FMT  |Connector Layer 6, Conn. 8, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -360*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_1  |                 FMT  |Connector Layer 6, Conn. 16, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -540*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_2  |                 FMT  |Connector Layer 6, Conn. 16, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_3  |                 FMT  |Connector Layer 6, Conn. 16, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -540*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_4  |                 FMT  |Connector Layer 6, Conn. 16, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -540*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_5  |                 FMT  |Connector Layer 6, Conn. 16, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -540*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_16_6  |                 FMT  |Connector Layer 6, Conn. 16, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -540*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_7_1  |                 FMT  |Connector Layer 6, Conn. 7, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -375*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_7_2  |                 FMT  |Connector Layer 6, Conn. 7, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -375*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_7_3  |                 FMT  |Connector Layer 6, Conn. 7, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -375*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_7_4  |                 FMT  |Connector Layer 6, Conn. 7, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -375*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
